店铺名	订单号	会员名称	店铺所在地	消费金额	菜品名称	菜品单价	消费数量（单个菜品）	菜品成本	菜品类别	菜品口味	点餐时间
私房小站（福田分店）	20160830777	赵倩	深圳	824	培根花菜	35	1	15.0	花菜类	爽口	2016-08-30 21:59:45
私房小站（罗湖分店）	20160831507	余思言	深圳	474	培根花菜	35	1	15.0	花菜类	爽口	2016-08-31 17:55:05
私房小站（天河分店）	20160831641	李靖	广州	679	培根花菜	35	1	15.0	花菜类	爽口	2016-08-31 21:30:51
私房小站（盐田分店）	20160801569	蓝娜	深圳	326	盘蟹蒸蛋	55	2	29.0	蟹类	清淡	2016-08-01 17:06:20
私房小站（盐田分店）	20160803432	李归呈	深圳	269	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-03 12:52:11
私房小站（盐田分店）	20160804302	牛明硕	深圳	634	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-04 11:13:46
私房小站（盐田分店）	20160806712	卓亚萍	深圳	307	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-06 18:46:29
私房小站（天河分店）	20160807906	高瀚熙	广州	378	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-07 17:43:57
私房小站（福田分店）	20160811412	孙铎洫	深圳	270	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-11 12:01:23
私房小站（番禺分店）	20160811498	高家茂	广州	175	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-11 20:04:34
私房小站（福田分店）	20160813817	周子轩	深圳	517	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-13 11:06:20
私房小站（盐田分店）	20160813667	余思言	深圳	354	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-13 18:22:42
私房小站（番禺分店）	20160813457	周子轩	广州	404	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-13 19:23:40
私房小站（天河分店）	20160814756	卓永梅	广州	328	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-14 19:33:43
私房小站（福田分店）	20160816770	李小东	深圳	225	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-16 21:14:22
私房小站（番禺分店）	20160821449	张娜	广州	137	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-21 18:58:53
私房小站（番禺分店）	20160823666	赵倩	广州	210	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-23 18:05:03
私房小站（福田分店）	20160826292	唐莉	深圳	143	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-26 14:03:29
私房小站（罗湖分店）	20160826552	唐轩	深圳	253	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-26 17:52:03
私房小站（天河分店）	20160827868	陆丽达	广州	410	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-27 12:38:58
私房小站（天河分店）	20160827303	陈明杰	广州	277	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-27 13:57:52
私房小站（罗湖分店）	20160827687	律剑波	深圳	713	盘蟹蒸蛋	55	2	29.0	蟹类	清淡	2016-08-27 18:11:44
私房小站（珠海分店）	20160827589	唐轩	珠海	551	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-27 19:33:40
私房小站（番禺分店）	20160827549	陈慧茹	广州	300	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-27 21:55:34
私房小站（越秀分店）	20160828864	卓永梅	广州	371	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-28 13:06:36
私房小站（越秀分店）	20160828444	陶永潮	广州	837	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-28 20:46:21
私房小站（番禺分店）	20160830735	陆涛	广州	270	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-30 18:14:46
私房小站（番禺分店）	20160831336	张昭阳	广州	131	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-31 13:59:05
私房小站（天河分店）	20160831721	夏雪	广州	624	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-31 18:28:22
私房小站（罗湖分店）	20160831533	黄青芸	深圳	717	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-31 18:49:30
私房小站（盐田分店）	20160801569	蓝娜	深圳	326	爆炒猪肝	68	2	32.0	猪肉类	油腻	2016-08-01 17:18:57
私房小站（天河分店）	20160802650	胡扬	广州	498	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-02 18:21:08
私房小站（盐田分店）	20160803619	周钰彤	深圳	720	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-03 21:00:43
私房小站（盐田分店）	20160804302	牛明硕	深圳	634	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-04 11:10:05
私房小站（天河分店）	20160804443	柴启泽	广州	837	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-04 21:40:44
私房小站（越秀分店）	20160805762	冯少煌	广州	269	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-05 17:17:46
私房小站（越秀分店）	20160805682	俞亚萍	广州	407	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-05 18:31:12
私房小站（罗湖分店）	20160805502	荆哲	深圳	473	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-05 21:00:29
私房小站（盐田分店）	20160805578	章欣怡	深圳	601	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-05 21:34:03
私房小站（禅城分店）	20160806386	刘东方	佛山	895	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-06 11:12:55
私房小站（盐田分店）	20160806837	魏程雪	深圳	625	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-06 11:45:09
私房小站（盐田分店）	20160806266	张馥雨	深圳	335	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-06 12:31:22
私房小站（越秀分店）	20160806878	牛金文	广州	325	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-06 13:45:09
私房小站（罗湖分店）	20160806848	夏晴	深圳	458	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-06 13:43:44
私房小站（顺德分店）	20160806500	宁慧凡	佛山	657	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-06 17:37:44
私房小站（番禺分店）	20160806439	孙新潇	广州	878	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-06 21:36:16
私房小站（罗湖分店）	20160807840	俞亚萍	深圳	624	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 11:32:16
私房小站（珠海分店）	20160807836	苗成林	珠海	720	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 11:48:39
私房小站（越秀分店）	20160807875	李奇芳	广州	716	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 13:33:32
私房小站（盐田分店）	20160807846	赵月琼	深圳	829	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 13:37:16
私房小站（番禺分店）	20160807474	徐欣予	广州	698	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 19:08:21
私房小站（罗湖分店）	20160807607	沈飞	深圳	850	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 19:18:18
私房小站（福田分店）	20160807711	陶成芳	深圳	503	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 20:48:17
私房小站（罗湖分店）	20160807546	徐艺鸣	深圳	832	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 22:06:05
私房小站（福田分店）	20160808504	周子轩	深圳	699	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-08 21:07:45
私房小站（禅城分店）	20160808516	孙静波	佛山	138	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-08 21:49:43
私房小站（盐田分店）	20160809165	陈力	深圳	1147	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-09 12:48:36
私房小站（福田分店）	20160809748	方伟	深圳	441	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-09 18:51:24
私房小站（福田分店）	20160809618	周东平	深圳	877	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-09 21:11:31
私房小站（天河分店）	20160810555	苗远清	广州	912	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-10 17:51:11
私房小站（天河分店）	20160810662	丰佳彤	广州	560	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-10 18:03:02
私房小站（天河分店）	20160811298	陈慧茹	广州	341	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-11 13:17:33
私房小站（天河分店）	20160812684	李小东	广州	511	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-12 18:15:14
私房小站（越秀分店）	20160812479	赵坤	广州	843	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-12 18:52:34
私房小站（越秀分店）	20160812623	李海峰	广州	510	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-12 19:06:44
私房小站（福田分店）	20160812686	汪文昊	深圳	332	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-12 20:24:33
私房小站（福田分店）	20160813424	王潘潘	深圳	394	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-13 11:11:42
私房小站（番禺分店）	20160813786	王柯萌	广州	675	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-13 11:23:05
私房小站（罗湖分店）	20160813887	胡怡然	深圳	786	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-13 11:26:26
私房小站（越秀分店）	20160813899	蓝梦琳	广州	612	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-13 12:19:38
私房小站（天河分店）	20160813861	赵丙军	广州	222	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-13 13:03:42
私房小站（越秀分店）	20160813654	龚倩	广州	511	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-13 19:16:11
私房小站（天河分店）	20160813693	袁祯启	广州	212	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-13 19:51:14
私房小站（罗湖分店）	20160814839	冯晓婷	深圳	383	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-14 12:17:45
私房小站（天河分店）	20160814847	牛永立	广州	745	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-14 12:33:04
私房小站（福田分店）	20160814745	王柯萌	深圳	915	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-14 21:22:28
私房小站（番禺分店）	20160815689	屈贤	广州	353	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-15 21:57:33
私房小站（罗湖分店）	20160816758	孙尹萱	深圳	770	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-16 21:05:07
私房小站（越秀分店）	20160817397	蔺运超	广州	460	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-17 12:57:39
私房小站（盐田分店）	20160817707	黄曼玉	深圳	1060	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-17 18:11:37
私房小站（福田分店）	20160817482	朱倩雪	深圳	861	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-17 19:05:52
私房小站（番禺分店）	20160818645	辛礼孝	广州	695	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-18 17:33:14
私房小站（盐田分店）	20160818514	张娜	深圳	728	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-18 19:49:25
私房小站（盐田分店）	20160819605	范鸾杉	深圳	843	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-19 20:03:47
私房小站（番禺分店）	20160819621	王柯萌	广州	752	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-19 21:16:31
私房小站（禅城分店）	20160819746	王芊茹	佛山	843	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-19 21:34:16
私房小站（禅城分店）	20160820857	薛依然	佛山	694	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-20 11:46:02
私房小站（福田分店）	20160820896	蒲冰函	深圳	744	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-20 12:02:27
私房小站（盐田分店）	20160820793	张小雨	深圳	887	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-20 12:17:20
私房小站（福田分店）	20160820804	习英涵	深圳	307	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-20 13:32:02
私房小站（天河分店）	20160820487	易子歆	广州	739	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-20 17:53:47
私房小站（天河分店）	20160821815	包家铭	广州	707	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-21 11:34:16
私房小站（顺德分店）	20160821884	覃金桂	佛山	800	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-21 13:59:25
私房小站（罗湖分店）	20160822559	荆丰朵	深圳	562	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-22 17:39:40
私房小站（罗湖分店）	20160822477	张小雨	深圳	558	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-22 18:34:25
私房小站（罗湖分店）	20160823318	杨依萱	深圳	958	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-23 12:25:56
私房小站（福田分店）	20160824400	王波	深圳	416	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-24 11:21:59
私房小站（番禺分店）	20160824741	屈慧芳	广州	263	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-24 18:06:22
私房小站（福田分店）	20160824676	唐雅嘉	深圳	406	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-24 19:41:19
私房小站（番禺分店）	20160825385	赵倩	广州	1253	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-25 11:02:35
私房小站（番禺分店）	20160826326	易子歆	广州	494	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-26 11:29:23
私房小站（天河分店）	20160826403	李海峰	广州	451	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-26 11:29:30
私房小站（盐田分店）	20160826710	卓永梅	深圳	734	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-26 17:49:30
私房小站（天河分店）	20160826747	陈力	广州	795	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-26 19:50:38
私房小站（罗湖分店）	20160827821	张小雨	深圳	770	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-27 13:11:45
私房小站（顺德分店）	20160827835	龚倩	佛山	499	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-27 13:47:21
私房小站（福田分店）	20160827819	周钰彤	深圳	796	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-27 13:45:12
私房小站（福田分店）	20160827761	黄曼玉	深圳	745	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-27 19:03:38
私房小站（番禺分店）	20160828789	王波	广州	481	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-28 11:07:14
私房小站（番禺分店）	20160828890	卢俊恒	广州	743	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-28 11:33:38
私房小站（越秀分店）	20160828827	袁田田	广州	701	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-28 11:50:30
私房小站（番禺分店）	20160828863	许和怡	广州	307	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-28 12:28:12
私房小站（福田分店）	20160828780	邱泊君	深圳	619	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-28 13:18:50
私房小站（越秀分店）	20160828558	文立平	广州	656	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-28 18:47:15
私房小站（天河分店）	20160828466	许梓培	广州	1032	爆炒猪肝	68	2	32.0	猪肉类	油腻	2016-08-28 18:43:25
私房小站（越秀分店）	20160828561	袁祯启	广州	1144	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-28 19:34:39
私房小站（天河分店）	20160828638	叶涛诚	广州	610	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-28 20:38:56
私房小站（福田分店）	20160829576	关庭	深圳	1162	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-29 18:44:35
私房小站（福田分店）	20160829657	黄曼玉	深圳	718	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-29 19:10:21
私房小站（罗湖分店）	20160830398	李海峰	深圳	980	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-30 11:17:52
私房小站（越秀分店）	20160831695	陈宇	广州	810	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-31 20:28:36
私房小站（番禺分店）	20160831692	习一冰	广州	735	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-31 21:30:39
私房小站（罗湖分店）	20160831570	唐雅嘉	深圳	589	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-31 21:29:46
私房小站（顺德分店）	20160801655	沈丹丹	佛山	263	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-01 17:41:44
私房小站（福田分店）	20160802260	张馥雨	深圳	302	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-02 12:38:14
私房小站（天河分店）	20160803670	王祥业	广州	580	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-03 17:21:17
私房小站（盐田分店）	20160806391	沈星宇	深圳	236	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-06 12:01:06
私房小站（番禺分店）	20160806855	柴莉娇	广州	689	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-06 13:42:58
私房小站（番禺分店）	20160807454	辛亚威	广州	444	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-07 19:14:19
私房小站（福田分店）	20160807711	陶成芳	深圳	503	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-07 20:52:47
私房小站（番禺分店）	20160808430	范妮	广州	405	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-08 12:28:13
私房小站（番禺分店）	20160808312	张雅菲	广州	286	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-08 13:58:49
私房小站（天河分店）	20160810422	唐雅嘉	广州	304	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-10 11:23:43
私房小站（顺德分店）	20160810441	蔡昊霖	佛山	265	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-10 19:43:39
私房小站（天河分店）	20160810536	蓝振国	广州	684	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-10 20:08:43
私房小站（福田分店）	20160810716	唐轩	深圳	824	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-10 20:50:11
私房小站（罗湖分店）	20160811346	薛菲菲	深圳	401	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-11 12:10:37
私房小站（盐田分店）	20160812405	习一冰	深圳	802	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-12 12:55:17
私房小站（番禺分店）	20160812601	袁家蕊	广州	152	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-12 17:25:35
私房小站（天河分店）	20160812699	俞金元	广州	185	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-12 18:10:30
私房小站（番禺分店）	20160812453	易子歆	广州	378	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-12 18:13:53
私房小站（罗湖分店）	20160813799	王潘潘	深圳	733	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-13 11:17:37
私房小站（天河分店）	20160814847	牛永立	广州	745	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-14 12:35:10
私房小站（天河分店）	20160814379	徐珂	广州	604	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-14 12:40:30
私房小站（天河分店）	20160814723	蓝振国	广州	602	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-14 17:13:35
私房小站（天河分店）	20160814567	宁水灵	广州	456	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-14 20:15:08
私房小站（珠海分店）	20160815648	陈力	珠海	807	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-15 18:36:34
私房小站（越秀分店）	20160815664	国睿霄	广州	560	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-15 20:54:43
私房小站（罗湖分店）	20160816553	于靖	深圳	406	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-16 17:20:42
私房小站（福田分店）	20160816738	陆丽达	深圳	1027	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-16 20:09:19
私房小站（越秀分店）	20160817397	蔺运超	广州	460	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-17 12:52:42
私房小站（天河分店）	20160817494	国子戈	广州	405	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-17 18:20:02
私房小站（番禺分店）	20160817653	张平	广州	598	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-17 21:31:32
私房小站（盐田分店）	20160818182	刘乐瑶	深圳	251	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-18 11:31:43
私房小站（罗湖分店）	20160818426	方皓文	深圳	1053	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-18 13:16:26
私房小站（番禺分店）	20160818685	黄可颐	广州	617	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-18 17:27:43
私房小站（盐田分店）	20160818564	木博谨	深圳	679	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-18 21:57:02
私房小站（盐田分店）	20160819769	关凯月	深圳	810	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-19 19:55:44
私房小站（天河分店）	20160819490	卓小楚	广州	703	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-19 20:13:14
私房小站（番禺分店）	20160819621	王柯萌	广州	752	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-19 21:20:59
私房小站（越秀分店）	20160820851	莫子建	广州	301	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-20 11:20:04
私房小站（越秀分店）	20160820788	宁智睿	广州	484	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-20 12:45:14
私房小站（福田分店）	20160820629	孙廷阳	深圳	349	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-20 18:23:31
私房小站（福田分店）	20160820436	唐莉	深圳	403	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-20 19:06:49
私房小站（天河分店）	20160820463	尤慧英	广州	245	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-20 20:24:55
私房小站（罗湖分店）	20160821820	高鸿文	深圳	383	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-21 13:49:28
私房小站（天河分店）	20160822388	吕欣然	广州	505	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-22 13:37:48
私房小站（番禺分店）	20160822626	赵倩	广州	578	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-22 19:38:57
私房小站（番禺分店）	20160822717	高霖	广州	712	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-22 20:27:18
私房小站（天河分店）	20160823217	陶永潮	广州	579	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-23 12:15:13
私房小站（越秀分店）	20160823572	黄文轩	广州	612	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-23 17:13:22
私房小站（福田分店）	20160823609	李佩珊	深圳	411	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-23 18:09:47
私房小站（天河分店）	20160823730	余思言	广州	577	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-23 18:43:21
私房小站（禅城分店）	20160824343	杨依萱	佛山	202	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-24 11:52:24
私房小站（福田分店）	20160825456	关大山	深圳	608	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-25 20:38:32
私房小站（天河分店）	20160826403	李海峰	广州	451	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-26 11:42:58
私房小站（天河分店）	20160826206	李孟夏	广州	447	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-26 13:16:55
私房小站（盐田分店）	20160826659	黄文轩	深圳	515	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-26 17:52:14
私房小站（越秀分店）	20160827785	关大山	广州	433	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-27 12:06:45
私房小站（天河分店）	20160827868	陆丽达	广州	410	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-27 12:40:29
私房小站（天河分店）	20160827303	陈明杰	广州	277	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-27 14:01:34
私房小站（番禺分店）	20160827606	李海峰	广州	459	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-27 19:18:38
私房小站（越秀分店）	20160828858	荆哲	广州	467	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-28 12:31:22
私房小站（珠海分店）	20160828658	叶潇逸	珠海	459	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-28 18:02:09
私房小站（天河分店）	20160828466	许梓培	广州	1032	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-28 18:43:14
私房小站（越秀分店）	20160828700	魏巍	广州	341	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-28 19:18:03
私房小站（天河分店）	20160828450	曾天	广州	701	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-28 19:37:17
私房小站（福田分店）	20160828582	袁昊天	深圳	768	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-28 21:20:34
私房小站（福田分店）	20160829180	魏巍	深圳	465	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-29 11:18:51
私房小站（罗湖分店）	20160829696	陈力	深圳	806	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-29 17:08:11
私房小站（福田分店）	20160829657	黄曼玉	深圳	718	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-29 19:16:03
私房小站（罗湖分店）	20160830398	李海峰	深圳	980	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-30 11:27:38
私房小站（天河分店）	20160830387	李靖	广州	551	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-30 12:06:15
私房小站（顺德分店）	20160801655	沈丹丹	佛山	263	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-01 17:44:32
私房小站（天河分店）	20160801622	徐骏太	广州	164	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-01 17:45:52
